seed,Train_R2,Train_RMSE,Test_R2,Test_MAE,Test_RMSE,full_mean,full_std,full_median,full_min,full_max,train_mean,train_std,train_median,train_min,train_max,test_mean,test_std,test_median,test_min,test_max,mean_diff,std_diff,median_diff,max_diff,stable_score
0,0.986321,5.015839,0.398431,23.763352,32.105362,58.140398,42.802205,52.0,2.7,179.0,56.690714,43.039442,50.0,2.7,179.0,63.778056,41.98092,64.65,4.5,150.0,5.637658,0.821285,12.65,29.0,0.329829
1,0.980652,5.808769,0.430649,26.628711,34.293179,58.140398,42.802205,52.0,2.7,179.0,56.3935,41.910889,52.5,2.7,162.0,64.933889,46.092983,50.0,5.0,179.0,6.793491,3.290777,2.0,0.0,0.380809
2,0.985117,5.290635,0.110403,29.293184,37.270907,58.140398,42.802205,52.0,2.7,179.0,59.406571,43.522355,55.3,2.7,179.0,53.216389,40.076562,47.7,5.0,158.0,4.924009,2.725643,4.3,21.0,0.064706
3,0.985882,4.99113,0.579334,20.234859,29.139955,58.140398,42.802205,52.0,2.7,179.0,56.994429,42.157482,51.0,4.2,179.0,62.596944,45.565648,53.0,2.7,158.0,4.456547,2.763443,1.0,21.0,0.545761
4,0.982443,5.528046,0.560943,22.389513,30.61452,58.140398,42.802205,52.0,2.7,179.0,57.797143,41.869594,52.5,2.7,162.0,59.475278,46.858036,46.0,4.2,179.0,1.33488,4.055831,6.0,0.0,0.524101
5,0.983206,5.503052,0.585207,20.719796,27.826875,58.140398,42.802205,52.0,2.7,179.0,59.318143,42.61682,53.5,4.2,179.0,53.560278,43.819362,47.7,2.7,158.0,4.58012,1.017156,4.3,21.0,0.546355
6,0.985163,4.962018,0.387876,29.755285,38.097396,58.140398,42.802205,52.0,2.7,179.0,56.077214,40.883387,50.0,4.2,162.0,66.163889,49.384732,57.3,2.7,179.0,8.023491,6.582527,5.3,0.0,0.312111
7,0.983267,5.649766,0.560103,18.128889,25.029835,58.140398,42.802205,52.0,2.7,179.0,59.962929,43.832668,54.3,2.7,179.0,51.052778,38.273635,48.25,5.0,144.0,7.08762,4.52857,3.75,35.0,0.499829
8,0.985989,4.961082,0.36924,23.913929,31.679634,58.140398,42.802205,52.0,2.7,179.0,53.098929,42.062773,48.0,2.7,179.0,77.746111,40.454358,78.0,6.3,162.0,19.605713,2.347848,26.0,17.0,0.186168
9,0.983008,5.363698,0.567584,23.038774,31.61071,58.140398,42.802205,52.0,2.7,179.0,57.393,41.294959,52.5,2.7,179.0,61.046944,48.752924,50.6,4.2,162.0,2.906547,5.950719,1.4,17.0,0.530999
10,0.986464,5.013482,0.041405,30.595146,40.065626,58.140398,42.802205,52.0,2.7,179.0,58.856929,43.246685,52.5,2.7,162.0,55.353889,41.502253,46.5,5.0,179.0,2.786509,1.299952,5.5,0.0,0.007073
11,0.983579,5.388393,0.381236,25.408488,35.063661,58.140398,42.802205,52.0,2.7,179.0,56.641786,42.200039,50.0,2.7,179.0,63.968333,45.207668,55.3,5.0,158.0,5.827936,2.405463,3.3,21.0,0.33498
12,0.983208,5.802327,0.610404,15.548279,19.766448,58.140398,42.802205,52.0,2.7,179.0,60.500857,44.93707,55.5,2.7,179.0,48.960833,32.117273,46.6,4.2,126.0,9.179564,10.684932,5.4,53.0,0.516251
13,0.979259,5.97786,0.523423,22.228084,32.416413,58.140398,42.802205,52.0,2.7,179.0,58.302786,41.657142,52.5,2.7,162.0,57.508889,47.62288,48.5,4.2,179.0,0.631509,4.820675,3.5,0.0,0.495303
14,0.983343,5.700697,0.33673,23.153036,28.731912,58.140398,42.802205,52.0,2.7,179.0,60.111143,44.328748,55.3,2.7,179.0,50.476389,35.779684,46.6,4.2,126.0,7.664009,7.022521,5.4,53.0,0.261142
15,0.984699,5.3158,0.593408,20.0506,26.014479,58.140398,42.802205,52.0,2.7,179.0,56.372857,43.128251,50.0,2.7,179.0,65.014167,41.376424,59.445,4.2,150.0,6.873769,1.425782,7.445,29.0,0.532427
16,0.981964,5.588958,0.791039,15.457197,21.296665,58.140398,42.802205,52.0,2.7,179.0,58.109429,41.76558,54.5,2.7,179.0,58.260833,47.249439,49.1,4.2,150.0,0.120436,4.447234,2.9,29.0,0.768396
17,0.978431,6.075033,0.631919,18.592418,28.769318,58.140398,42.802205,52.0,2.7,179.0,58.526786,41.513862,53.5,2.7,162.0,56.637778,48.092219,49.6,5.7,179.0,1.50262,5.290014,2.4,0.0,0.601335
18,0.985273,5.282032,0.593411,18.623579,25.002512,58.140398,42.802205,52.0,2.7,179.0,58.338,43.682041,50.0,2.7,179.0,57.371944,39.76701,60.15,4.5,144.0,0.768453,3.035195,8.15,35.0,0.556013
19,0.982172,5.673606,0.473233,23.497666,31.226678,58.140398,42.802205,52.0,2.7,179.0,56.822857,42.644321,50.0,2.7,179.0,63.264167,43.634883,54.0,4.2,162.0,5.123769,0.832677,2.0,17.0,0.439116
20,0.986585,5.118464,0.717371,13.809034,19.162061,58.140398,42.802205,52.0,2.7,179.0,58.935929,44.349943,50.0,2.7,179.0,55.046667,36.555376,55.795,5.0,150.0,3.093731,6.24683,3.795,29.0,0.671777
21,0.982835,5.557471,0.421938,23.531294,33.211903,58.140398,42.802205,52.0,2.7,179.0,58.077857,42.571042,52.0,2.7,162.0,58.383611,44.302061,51.5,4.2,179.0,0.243213,1.499856,0.5,0.0,0.414723
22,0.985181,5.363238,0.26372,19.716375,31.557097,58.140398,42.802205,52.0,2.7,179.0,58.643857,44.214978,52.5,2.7,179.0,56.1825,37.298609,51.0,4.2,142.0,1.957898,5.503596,1.0,37.0,0.234419
23,0.982315,5.786511,0.614216,16.412917,24.336431,58.140398,42.802205,52.0,2.7,179.0,58.7625,43.669161,54.0,2.7,162.0,55.721111,39.737624,51.0,4.2,179.0,2.419287,3.064581,1.0,0.0,0.589926
24,0.985103,5.206067,0.442272,22.340578,31.839963,58.140398,42.802205,52.0,2.7,179.0,58.960071,42.806902,52.5,2.7,162.0,54.952778,43.239298,49.0,4.2,179.0,3.18762,0.437092,3.0,0.0,0.416023
25,0.981106,6.04315,0.551999,18.600471,24.067503,58.140398,42.802205,52.0,2.7,179.0,60.387857,44.122253,55.8,2.7,179.0,49.400278,36.467746,38.5,5.6,144.0,8.74012,6.334459,13.5,35.0,0.448795
26,0.981785,5.741611,0.400879,23.837087,33.016605,58.140398,42.802205,52.0,2.7,179.0,56.553,42.695052,50.0,2.7,179.0,64.313611,43.260596,66.0,4.2,150.0,6.173213,0.458391,14.0,29.0,0.326638
27,0.98385,5.295509,0.255653,30.007773,39.469128,58.140398,42.802205,52.0,2.7,179.0,56.360286,41.819526,50.0,2.7,179.0,65.063056,46.396693,58.0,4.2,162.0,6.922658,3.594487,6.0,17.0,0.192256
28,0.98413,5.562807,0.006242,25.74666,35.419171,58.140398,42.802205,52.0,2.7,179.0,59.922,44.316247,54.0,2.7,179.0,51.211944,36.03423,50.0,4.2,126.0,6.928453,6.767976,2.0,53.0,-0.054704
29,0.981779,5.555008,0.580379,22.187394,31.123343,58.140398,42.802205,52.0,2.7,179.0,57.365786,41.300013,52.5,2.7,179.0,61.152778,48.727607,50.6,5.8,162.0,3.01238,5.925402,1.4,17.0,0.543341
30,0.981812,5.704885,0.467173,24.163267,31.648852,58.140398,42.802205,52.0,2.7,179.0,60.018214,42.453189,55.8,2.7,179.0,50.837778,43.972579,42.5,4.2,158.0,7.30262,1.170374,9.5,21.0,0.398648
31,0.982429,5.665739,0.742062,14.510607,21.546543,58.140398,42.802205,52.0,2.7,179.0,58.372571,42.896323,52.0,2.7,179.0,57.2375,43.026572,53.0,4.2,150.0,0.902898,0.224367,1.0,29.0,0.733874
32,0.984643,5.521217,0.540649,16.557656,22.865622,58.140398,42.802205,52.0,2.7,179.0,59.733143,44.712772,53.5,2.7,179.0,51.946389,34.215895,50.0,5.0,162.0,6.194009,8.58631,2.0,17.0,0.47792
33,0.983426,5.506085,0.634568,18.382897,25.541369,58.140398,42.802205,52.0,2.7,179.0,57.528,42.922203,50.0,4.2,179.0,60.521944,42.850734,64.0,2.7,162.0,2.381547,0.048529,12.0,17.0,0.586515
34,0.9839,5.577739,0.674566,17.826373,21.159291,58.140398,42.802205,52.0,2.7,179.0,59.037786,44.116171,52.0,2.7,179.0,54.650556,37.617233,51.5,4.2,150.0,3.489842,5.184972,0.5,29.0,0.640062
35,0.987909,4.815337,0.276763,23.430216,32.352235,58.140398,42.802205,52.0,2.7,179.0,57.965857,43.949371,50.0,2.7,179.0,58.819167,38.581686,62.0,5.0,158.0,0.678769,4.220519,10.0,21.0,0.230708
36,0.983086,5.375574,0.466427,23.112731,34.261799,58.140398,42.802205,52.0,2.7,179.0,56.336429,41.481293,51.0,2.7,158.0,65.155833,47.5697,61.0,5.7,179.0,7.015436,4.767495,9.0,0.0,0.390047
37,0.98717,4.590702,0.451671,26.804358,35.994791,58.140398,42.802205,52.0,2.7,179.0,55.286786,40.674927,50.0,2.7,179.0,69.237778,49.298807,67.0,4.2,162.0,11.09738,6.496602,15.0,17.0,0.331695
38,0.982782,5.694509,0.584876,18.273331,25.114362,58.140398,42.802205,52.0,2.7,179.0,59.947143,43.553748,52.5,2.7,179.0,51.114167,39.532143,50.0,4.2,150.0,7.026231,3.270063,2.0,29.0,0.533934
39,0.985167,5.373225,0.414178,21.909405,27.815396,58.140398,42.802205,52.0,2.7,179.0,59.047071,44.276524,51.0,2.7,179.0,54.614444,36.856987,61.65,4.2,126.0,3.525953,5.945219,9.65,53.0,0.349763
40,0.98628,5.048557,0.554231,19.834337,27.339435,58.140398,42.802205,52.0,2.7,179.0,57.647714,43.255616,51.0,2.7,179.0,60.056389,41.529054,53.8,4.2,150.0,1.915991,1.273151,1.8,29.0,0.535432
41,0.981166,5.816522,0.640036,19.761053,26.278418,58.140398,42.802205,52.0,2.7,179.0,57.846143,42.535071,54.0,2.7,179.0,59.284722,44.420873,47.6,4.2,150.0,1.144324,1.618668,4.4,29.0,0.616259
42,0.983706,5.36177,0.60046,22.171857,28.574392,58.140398,42.802205,52.0,2.7,179.0,57.924357,42.154549,51.0,2.7,162.0,58.980556,45.84734,58.295,4.2,179.0,0.840158,3.045135,6.295,0.0,0.568239
43,0.980707,5.815983,0.669093,18.072732,26.252681,58.140398,42.802205,52.0,2.7,179.0,58.640929,42.022075,53.5,2.7,162.0,56.193889,46.284755,47.5,5.0,179.0,1.946509,3.48255,4.5,0.0,0.635413
44,0.979356,5.908743,0.433496,22.58304,35.943482,58.140398,42.802205,52.0,2.7,179.0,56.548,41.272052,51.0,2.7,179.0,64.333056,48.432378,53.0,4.5,158.0,6.192658,5.630173,1.0,21.0,0.382642
45,0.978748,6.137036,0.531648,19.520317,30.623654,58.140398,42.802205,52.0,2.7,179.0,58.909357,42.249302,53.5,2.7,179.0,55.15,45.382451,50.0,4.2,158.0,2.990398,2.580246,2.0,21.0,0.502955
46,0.983211,5.283977,0.573321,25.423396,32.239636,58.140398,42.802205,52.0,2.7,179.0,57.799714,40.927129,54.5,2.7,179.0,59.465278,50.056096,48.0,5.7,162.0,1.32488,7.253891,4.0,17.0,0.532935
47,0.985196,5.242625,0.479499,22.279166,29.122736,58.140398,42.802205,52.0,2.7,179.0,56.420786,43.242716,50.0,2.7,179.0,64.827778,40.939143,61.5,4.2,158.0,6.68738,1.863062,9.5,21.0,0.411973
48,0.979442,6.144275,0.765757,15.919276,20.287544,58.140398,42.802205,52.0,2.7,179.0,58.755786,43.006686,53.5,2.7,179.0,55.747222,42.512153,49.1,4.2,150.0,2.393176,0.290052,2.9,29.0,0.744221
49,0.984602,5.368015,0.129194,24.447899,33.244887,58.140398,42.802205,52.0,2.7,179.0,62.4845,43.415156,58.295,2.7,179.0,41.246667,36.131108,32.9,4.2,125.0,16.893731,6.671097,19.1,54.0,-0.032588
50,0.984586,5.40889,0.425732,23.173594,29.361875,58.140398,42.802205,52.0,2.7,179.0,57.039857,43.723382,50.0,2.7,179.0,62.420278,39.295585,67.0,4.2,126.0,4.27988,3.506621,15.0,53.0,0.348813
51,0.981755,5.552522,0.36003,28.393991,37.868305,58.140398,42.802205,52.0,2.7,179.0,55.921143,41.25437,50.0,2.7,158.0,66.770833,48.00797,55.5,6.3,179.0,8.630436,5.205765,3.5,0.0,0.290761
52,0.985406,5.118724,0.395448,23.061183,33.664942,58.140398,42.802205,52.0,2.7,179.0,56.534571,42.524,52.0,2.7,179.0,64.385278,43.911496,51.5,5.8,162.0,6.24488,1.109291,0.5,17.0,0.359396
53,0.983544,5.317992,0.42526,23.701558,35.735311,58.140398,42.802205,52.0,2.7,179.0,58.305643,41.604342,54.5,4.2,162.0,57.497778,47.805644,48.25,2.7,179.0,0.64262,5.003439,3.75,0.0,0.395787
54,0.982984,5.536589,0.581352,20.133712,28.160091,58.140398,42.802205,52.0,2.7,179.0,58.693214,42.596125,51.0,2.7,179.0,55.990556,44.139427,53.0,4.2,150.0,2.149842,1.337222,1.0,29.0,0.563591
55,0.983506,5.58865,0.5548,18.963168,25.644165,58.140398,42.802205,52.0,2.7,179.0,59.980143,43.672365,55.3,2.7,179.0,50.985833,38.978799,49.6,5.6,162.0,7.154564,3.823406,2.4,17.0,0.500357
56,0.981355,5.996718,0.495614,21.538022,26.620616,58.140398,42.802205,52.0,2.7,179.0,58.196929,44.075083,52.5,2.7,179.0,57.920556,38.014905,51.0,5.0,150.0,0.219842,4.787301,1.0,29.0,0.477153
57,0.983007,5.335071,0.45359,22.840275,35.44335,58.140398,42.802205,52.0,2.7,179.0,55.932214,41.073838,50.0,2.7,162.0,66.727778,48.628702,55.8,5.7,179.0,8.58738,5.826496,3.8,0.0,0.381774
58,0.978428,6.267232,0.64043,18.1355,23.565306,58.140398,42.802205,52.0,2.7,179.0,61.981357,42.823767,58.295,2.7,179.0,43.203333,39.856462,30.235,4.2,150.0,14.937064,2.945743,21.765,29.0,0.491613
59,0.984163,5.254502,0.592481,20.938054,29.433653,58.140398,42.802205,52.0,2.7,179.0,58.054786,41.903284,54.5,2.7,162.0,58.473333,46.761394,42.6,5.6,179.0,0.332936,3.959189,9.4,0.0,0.550739
60,0.981497,5.757335,0.478394,23.666203,31.729134,58.140398,42.802205,52.0,2.7,179.0,58.819071,42.477847,52.0,2.7,179.0,55.501111,44.555808,52.8,4.5,158.0,2.639287,1.753603,0.8,21.0,0.457537
61,0.98662,5.100927,0.345077,22.005842,28.967081,58.140398,42.802205,52.0,2.7,179.0,59.944714,44.25672,53.5,2.7,179.0,51.123611,36.301685,49.5,4.5,126.0,7.016787,6.50052,2.5,53.0,0.282991
62,0.985111,5.025919,0.630653,20.826512,28.019778,58.140398,42.802205,52.0,2.7,179.0,55.041857,41.336468,50.0,2.7,179.0,70.190278,46.758932,78.0,5.0,162.0,12.04988,3.956727,26.0,17.0,0.480533
63,0.984768,5.217761,0.431143,25.091567,33.064772,58.140398,42.802205,52.0,2.7,179.0,56.822429,42.428793,51.0,2.7,179.0,63.265833,44.461212,61.795,4.2,150.0,5.125436,1.659007,9.795,29.0,0.371154
64,0.983756,5.624875,0.684772,15.706974,18.652279,58.140398,42.802205,52.0,2.7,179.0,61.599643,44.291598,57.295,4.2,179.0,44.687778,33.692758,48.0,2.7,120.0,13.45262,9.109447,4.0,59.0,0.57818
65,0.983402,5.593054,0.489401,19.849673,28.281104,58.140398,42.802205,52.0,2.7,179.0,57.414571,43.568577,50.0,2.7,179.0,60.963056,40.139668,66.0,5.0,158.0,2.822658,2.662537,14.0,21.0,0.4253
66,0.986092,4.894865,0.479572,24.41984,33.850149,58.140398,42.802205,52.0,2.7,179.0,57.657214,41.654934,52.0,2.7,162.0,60.019444,47.588017,51.5,4.5,179.0,1.879047,4.785811,0.5,0.0,0.45432
67,0.983609,5.440825,0.604276,20.518903,27.149755,58.140398,42.802205,52.0,2.7,179.0,59.155571,42.649909,52.5,2.7,179.0,54.1925,43.771032,49.75,4.2,162.0,3.947898,0.968827,2.25,17.0,0.57488
68,0.9856,5.204274,0.402602,22.387376,30.776256,58.140398,42.802205,52.0,2.7,179.0,58.676857,43.525388,53.5,2.7,179.0,56.054167,40.383238,51.0,5.0,150.0,2.086231,2.418967,1.0,29.0,0.381914
69,0.98518,5.435635,0.52355,19.538986,23.434695,58.140398,42.802205,52.0,2.7,179.0,58.055786,44.810101,50.0,2.7,179.0,58.469444,34.432442,54.0,5.0,144.0,0.329047,8.369764,2.0,35.0,0.490795
70,0.986574,5.010801,0.422166,24.040902,30.712877,58.140398,42.802205,52.0,2.7,179.0,57.951071,43.39981,51.0,2.7,179.0,58.876667,40.976631,53.8,5.0,150.0,0.736269,1.825574,1.8,29.0,0.407608
71,0.987002,4.82338,0.416079,25.841111,33.698321,58.140398,42.802205,52.0,2.7,179.0,58.298571,42.45837,53.5,2.7,179.0,57.525278,44.724802,49.35,5.0,150.0,0.61512,1.922597,2.65,29.0,0.399286
72,0.985976,5.115018,0.421214,22.467625,30.825161,58.140398,42.802205,52.0,2.7,179.0,58.820357,43.347978,53.5,2.7,179.0,55.496111,41.092588,51.0,4.2,158.0,2.644287,1.709617,1.0,21.0,0.399864
73,0.988509,4.726194,0.446882,20.745777,26.887266,58.140398,42.802205,52.0,2.7,179.0,59.579929,44.247076,51.0,2.7,179.0,52.542222,36.665275,55.5,4.2,125.0,5.598176,6.136931,3.5,54.0,0.38998
74,0.985269,5.234565,0.665889,18.785351,23.634786,58.140398,42.802205,52.0,2.7,179.0,58.138714,43.283928,52.0,2.7,179.0,58.146944,41.469007,54.5,5.0,150.0,0.006547,1.333199,2.5,29.0,0.654357
75,0.983856,5.556753,0.594243,18.169813,24.113178,58.140398,42.802205,52.0,2.7,179.0,59.487071,43.891308,53.5,2.7,179.0,52.903333,38.391836,49.6,5.0,136.0,5.237064,4.410369,2.4,43.0,0.547627
76,0.980052,5.900066,0.672434,18.963288,26.33922,58.140398,42.802205,52.0,2.7,179.0,57.867286,41.923999,53.5,2.7,179.0,59.2025,46.673507,50.0,4.2,162.0,1.062102,3.871301,2.0,17.0,0.649509
77,0.981877,5.766785,0.691921,17.737096,23.337148,58.140398,42.802205,52.0,2.7,179.0,58.452786,42.990493,55.3,2.7,179.0,56.925556,42.641655,48.0,5.0,150.0,1.214842,0.160551,4.0,29.0,0.673365
78,0.986202,4.930915,0.576628,19.996983,29.105398,58.140398,42.802205,52.0,2.7,179.0,56.485,42.128366,50.0,2.7,162.0,64.578056,45.365921,62.5,4.5,179.0,6.437658,2.563716,10.5,0.0,0.505249
79,0.981956,5.65523,0.628479,21.660922,27.096895,58.140398,42.802205,52.0,2.7,179.0,59.530571,42.250966,53.5,4.2,179.0,52.734167,45.086347,42.6,2.7,150.0,5.406231,2.284141,9.4,29.0,0.566395
80,0.98595,5.249561,0.204188,21.512447,27.478366,58.140398,42.802205,52.0,2.7,179.0,62.301571,44.446808,61.65,2.7,179.0,41.958056,31.239411,36.0,4.2,125.0,16.182342,11.562794,16.0,54.0,0.040588
81,0.987147,4.801975,0.47112,23.747749,31.289676,58.140398,42.802205,52.0,2.7,179.0,60.162071,42.508207,55.3,2.7,179.0,50.278333,43.635461,42.5,4.2,144.0,7.862064,0.833256,9.5,35.0,0.40081
82,0.986873,5.045355,0.253195,24.65042,31.730682,58.140398,42.802205,52.0,2.7,179.0,59.063643,44.194365,53.5,2.7,179.0,54.55,37.238578,48.0,6.2,144.0,3.590398,5.563628,4.0,35.0,0.206552
83,0.985165,5.120876,0.52529,22.740857,30.002206,58.140398,42.802205,52.0,2.7,179.0,55.471357,42.19405,50.0,2.7,179.0,68.52,44.162764,66.0,5.6,162.0,10.379602,1.360559,14.0,17.0,0.42731
84,0.987747,4.830243,-0.027119,29.050745,39.256677,58.140398,42.802205,52.0,2.7,179.0,58.219071,43.793703,50.0,4.2,179.0,57.834444,39.284422,52.5,2.7,144.0,0.305953,3.517783,0.5,35.0,-0.040702
85,0.983531,5.336802,0.392119,26.356554,35.52436,58.140398,42.802205,52.0,2.7,179.0,55.7995,41.735488,50.0,2.7,179.0,67.243889,46.209811,67.0,6.2,162.0,9.103491,3.407606,15.0,17.0,0.291379
86,0.98371,5.55413,0.617518,17.273865,24.271298,58.140398,42.802205,52.0,2.7,179.0,57.887429,43.672612,50.0,4.2,179.0,59.124167,39.80199,59.15,2.7,150.0,0.983769,3.000215,7.15,29.0,0.582149
87,0.981756,5.791089,0.500046,22.278655,29.635653,58.140398,42.802205,52.0,2.7,179.0,57.996214,43.028296,51.0,4.2,179.0,58.701111,42.507627,53.8,2.7,158.0,0.560713,0.294579,1.8,21.0,0.490959
88,0.988679,4.53375,0.531525,23.172489,28.768047,58.140398,42.802205,52.0,2.7,179.0,56.1135,42.763874,50.0,2.7,162.0,66.022778,42.626962,62.5,4.5,179.0,7.88238,0.175243,10.5,0.0,0.460087
89,0.981592,5.912203,0.449618,20.440877,28.862187,58.140398,42.802205,52.0,2.7,179.0,58.775429,43.732473,51.0,2.7,179.0,55.670833,39.456113,52.5,4.2,144.0,2.469564,3.346092,0.5,35.0,0.425732
90,0.981655,5.766687,0.248888,28.516664,37.304766,58.140398,42.802205,52.0,2.7,179.0,57.729714,42.729661,51.0,2.7,179.0,59.7375,43.654513,56.65,5.0,150.0,1.597102,0.852307,4.65,29.0,0.224395
91,0.985666,4.98873,0.204077,28.920163,36.757222,58.140398,42.802205,52.0,2.7,179.0,53.241643,41.817454,47.0,2.7,179.0,77.191111,41.785387,78.0,4.2,158.0,19.050713,1.016818,26.0,21.0,0.027773
92,0.984996,5.260572,0.446674,23.880101,30.588042,58.140398,42.802205,52.0,2.7,179.0,56.654929,43.101163,50.0,2.7,179.0,63.917222,41.704059,64.0,5.7,150.0,5.776824,1.098147,12.0,29.0,0.378495
93,0.987151,4.964941,0.148092,26.241536,34.815048,58.140398,42.802205,52.0,2.7,179.0,57.061643,43.957799,49.75,4.2,179.0,62.335556,38.254969,68.0,2.7,150.0,4.195158,4.547237,16.0,29.0,0.065474
94,0.986989,4.93713,0.387808,23.813646,30.972667,58.140398,42.802205,52.0,2.7,179.0,56.466786,43.43819,50.0,2.7,179.0,64.648889,40.146914,70.0,4.2,125.0,6.508491,2.655291,18.0,54.0,0.2933
95,0.982765,5.569721,0.556659,20.774759,29.067023,58.140398,42.802205,52.0,2.7,179.0,58.020214,42.577776,52.5,2.7,179.0,58.607778,44.274028,49.6,5.0,150.0,0.46738,1.471823,2.4,29.0,0.542707
96,0.979821,5.882098,0.547905,21.675671,30.633021,58.140398,42.802205,52.0,2.7,179.0,61.060786,41.556493,57.295,2.7,179.0,46.783333,46.205346,32.0,4.2,150.0,11.357064,3.403141,20.0,29.0,0.42091
97,0.982923,5.667668,0.524393,20.938982,27.494891,58.140398,42.802205,52.0,2.7,179.0,58.374786,43.526731,52.5,2.7,179.0,57.228889,40.433836,48.5,6.4,150.0,0.911509,2.368369,3.5,29.0,0.50223
98,0.981801,5.94481,0.498883,19.785118,25.130102,58.140398,42.802205,52.0,2.7,179.0,60.357214,44.225818,55.8,2.7,179.0,49.519444,36.003252,48.0,4.2,150.0,8.620953,6.798953,4.0,29.0,0.423381
99,0.98699,4.787718,0.429147,26.672303,32.85048,58.140398,42.802205,52.0,2.7,179.0,55.208643,42.125781,50.0,4.2,179.0,69.541667,44.095768,68.0,2.7,150.0,11.401269,1.293563,16.0,29.0,0.32026
100,0.982386,5.730784,0.563396,21.266482,26.660986,58.140398,42.802205,52.0,2.7,179.0,56.955643,43.335314,50.0,2.7,179.0,62.747778,40.921299,68.0,4.2,144.0,4.60738,1.880907,16.0,35.0,0.486716
101,0.985533,5.009493,0.692715,19.895715,25.531676,58.140398,42.802205,52.0,2.7,179.0,56.717214,41.798532,51.0,4.2,179.0,63.675,46.711708,56.5,2.7,150.0,5.534602,3.909503,4.5,29.0,0.639813
102,0.979878,6.00938,0.570538,20.630616,28.2614,58.140398,42.802205,52.0,2.7,179.0,60.014143,42.515324,53.0,4.2,179.0,50.853611,43.736933,48.0,2.7,150.0,7.286787,0.934727,4.0,29.0,0.519299
103,0.9791,6.261913,0.539229,20.191667,27.128808,58.140398,42.802205,52.0,2.7,179.0,57.340071,43.470427,51.0,2.7,179.0,61.252778,40.532664,55.0,5.7,162.0,3.11238,2.269541,3.0,17.0,0.507858
104,0.983416,5.611278,0.574881,19.276481,25.420665,58.140398,42.802205,52.0,2.7,179.0,57.808786,43.729654,52.0,2.7,179.0,59.43,39.54111,52.0,5.8,150.0,1.289602,3.261095,0.0,29.0,0.55865
105,0.984859,5.294011,0.139754,27.48566,38.202521,58.140398,42.802205,52.0,2.7,179.0,58.889214,43.17825,55.3,2.7,179.0,55.228333,41.773207,44.5,5.0,144.0,2.912064,1.028999,7.5,35.0,0.099606
106,0.984611,4.998133,0.215851,31.792503,43.355416,58.140398,42.802205,52.0,2.7,179.0,54.931929,40.434971,50.0,2.7,162.0,70.617778,49.654809,60.8,4.2,179.0,12.47738,6.852604,8.8,0.0,0.106506
107,0.984465,5.531337,0.313719,22.545295,28.777998,58.140398,42.802205,52.0,2.7,179.0,59.592929,44.537412,53.5,2.7,179.0,52.491667,35.231152,48.25,5.0,144.0,5.648731,7.571053,3.75,35.0,0.251512
108,0.978996,5.81569,0.569037,24.144192,33.365718,58.140398,42.802205,52.0,2.7,179.0,56.359357,40.272281,50.0,4.2,158.0,65.066667,51.546329,61.0,2.7,179.0,6.926269,8.744123,9.0,0.0,0.481173
109,0.984293,5.250308,0.252528,30.648179,39.433472,58.140398,42.802205,52.0,2.7,179.0,58.236214,42.043685,54.5,2.7,158.0,57.767778,46.257794,48.1,4.2,179.0,0.37262,3.455589,3.9,0.0,0.228599
110,0.983933,5.4469,0.296756,25.304105,34.814804,58.140398,42.802205,52.0,2.7,179.0,58.373,43.12609,51.0,2.7,179.0,57.235833,42.104467,53.8,4.2,150.0,0.904564,0.697738,1.8,29.0,0.28474
111,0.981769,5.819462,0.599174,19.92814,25.911321,58.140398,42.802205,52.0,2.7,179.0,57.547929,43.254604,50.0,2.7,179.0,60.444444,41.507741,63.65,5.0,150.0,2.304047,1.294464,11.65,29.0,0.548821
112,0.986222,4.84752,0.329821,29.043604,39.0003,58.140398,42.802205,52.0,2.7,179.0,58.573571,41.446139,53.5,2.7,162.0,56.455833,48.315881,38.5,4.5,179.0,1.684564,5.513676,13.5,0.0,0.264358
113,0.983685,5.501625,0.530423,22.541492,27.74716,58.140398,42.802205,52.0,2.7,179.0,59.785786,43.226651,55.8,2.7,179.0,51.741667,41.065977,44.0,5.0,142.0,6.398731,1.736228,8.0,37.0,0.46922
114,0.983402,5.294675,0.367143,26.128005,37.841552,58.140398,42.802205,52.0,2.7,179.0,56.157643,41.24467,51.0,2.7,179.0,65.851111,48.242898,54.0,4.2,150.0,7.710713,5.440693,2.0,29.0,0.306267
115,0.977854,6.162323,0.417145,25.466136,36.07833,58.140398,42.802205,52.0,2.7,179.0,58.597643,41.558309,53.0,2.7,162.0,56.362222,47.927328,48.0,4.2,179.0,1.778176,5.125122,4.0,0.0,0.380878
116,0.97849,5.702503,0.609271,25.407455,34.351258,58.140398,42.802205,52.0,2.7,179.0,57.554643,39.021262,54.5,4.2,158.0,60.418333,55.734218,44.1,2.7,179.0,2.277936,12.932013,7.9,0.0,0.535385
117,0.982109,5.623895,0.468823,23.942736,32.839224,58.140398,42.802205,52.0,2.7,179.0,57.986786,42.196903,52.5,4.2,179.0,58.737778,45.697282,49.1,2.7,158.0,0.59738,2.895076,2.9,21.0,0.448451
118,0.986467,5.000396,0.494267,22.990194,29.494705,58.140398,42.802205,52.0,2.7,179.0,58.260429,43.138534,50.0,2.7,179.0,57.673611,42.063036,61.65,4.2,150.0,0.466787,0.739169,9.65,29.0,0.460766
